Path specified: /test/u0/
Net 		Stat_Prob	TC	TotSimPeriod
n8396 	 0.012 		 12 	 5000  
n8397 	 0.943 		 4 	 5000  
n8398 	 0.0 		 0 	 5000  
n8399 	 0.002 		 2 	 5000  
n8400 	 0.939 		 8 	 5000  
n8401 	 0.925 		 22 	 5000  
n8402 	 0.927 		 20 	 5000  
n8403 	 0.112 		 90 	 5000  
n8404 	 0.006 		 6 	 5000  
n8405 	 0.006 		 6 	 5000  
n8406 	 0.947 		 0 	 5000  
n8407 	 0.941 		 6 	 5000  
n8408 	 0.002 		 2 	 5000  
n8409 	 0.002 		 2 	 5000  
n8410 	 0.002 		 2 	 5000  
n8411 	 0.593 		 100 	 5000  
n8412 	 0.849 		 76 	 5000  
n8413 	 0.036 		 27 	 5000  
n8414 	 0.032 		 31 	 5000  
n8415 	 0.1 		 86 	 5000  
n8416 	 0.01 		 10 	 5000  
n8417 	 0.004 		 4 	 5000  
n8418 	 0.939 		 8 	 5000  
n8419 	 0.933 		 9 	 5000  
n8420 	 0.128 		 112 	 5000  
n8421 	 0.09 		 72 	 5000  
n8422 	 0.897 		 48 	 5000  
n8423 	 0.859 		 72 	 5000  
n8424 	 0.927 		 20 	 5000  
n8425 	 0.038 		 30 	 5000  
n8426 	 0.028 		 26 	 5000  
n8427 	 0.028 		 26 	 5000  
n8428 	 0.793 		 110 	 5000  
n8429 	 0.925 		 20 	 5000  
n8430 	 0.012 		 12 	 5000  
n8431 	 0.046 		 42 	 5000  
n8432 	 0.034 		 32 	 5000  
n8433 	 0.909 		 38 	 5000  
n8434 	 0.921 		 26 	 5000  
n8435 	 0.933 		 14 	 5000  
n8436 	 0.02 		 18 	 5000  
n8437 	 0.014 		 14 	 5000  
n8438 	 0.004 		 4 	 5000  
n8439 	 0.943 		 4 	 5000  
n8440 	 0.947 		 0 	 5000  
n8441 	 0.004 		 4 	 5000  
n8442 	 0.002 		 2 	 5000  
n8443 	 0.935 		 12 	 5000  
n8444 	 0.002 		 2 	 5000  
n8445 	 0.146 		 122 	 5000  
n8446 	 0.012 		 12 	 5000  
n8447 	 0.004 		 4 	 5000  
n8448 	 0.941 		 6 	 5000  
n8449 	 0.929 		 16 	 5000  
n8450 	 0.01 		 8 	 5000  
n8451 	 0.002 		 2 	 5000  
n8452 	 0.945 		 2 	 5000  
n8453 	 0.927 		 20 	 5000  
n8454 	 0.006 		 6 	 5000  
n8455 	 0.006 		 6 	 5000  
n8456 	 0.008 		 8 	 5000  
n8457 	 0.939 		 8 	 5000  
n8458 	 0.901 		 36 	 5000  
n8459 	 0.004 		 4 	 5000  
n8460 	 0.212 		 152 	 5000  
n8461 	 0.016 		 16 	 5000  
n8462 	 0.935 		 12 	 5000  
n8463 	 0.004 		 4 	 5000  
n8464 	 0.114 		 94 	 5000  
n8465 	 0.002 		 2 	 5000  
n8466 	 0.004 		 4 	 5000  
n8467 	 0.002 		 2 	 5000  
n8468 	 0.032 		 32 	 5000  
n8469 	 0.018 		 18 	 5000  
n8470 	 0.584 		 213 	 5000  
n8471 	 0.879 		 54 	 5000  
n8472 	 0.062 		 48 	 5000  
n8473 	 0.887 		 56 	 5000  
n8474 	 0.889 		 46 	 5000  
n8475 	 0.943 		 4 	 5000  
n8476 	 0.05 		 50 	 5000  
n8477 	 0.024 		 24 	 5000  
n8478 	 0.024 		 22 	 5000  
n8479 	 0.769 		 142 	 5000  
n8480 	 0.921 		 24 	 5000  
n8481 	 0.016 		 16 	 5000  
n8482 	 0.078 		 66 	 5000  
n8483 	 0.048 		 40 	 5000  
n8484 	 0.877 		 58 	 5000  
n8485 	 0.935 		 12 	 5000  
n8486 	 0.941 		 6 	 5000  
n8487 	 0.01 		 10 	 5000  
n8488 	 0.024 		 24 	 5000  
n8489 	 0.006 		 6 	 5000  
n8490 	 0.939 		 8 	 5000  
n8491 	 0.941 		 6 	 5000  
n8492 	 0.004 		 4 	 5000  
n8493 	 0.0 		 0 	 5000  
n8494 	 0.945 		 2 	 5000  
n8495 	 0.0 		 0 	 5000  
n8496 	 0.144 		 114 	 5000  
n8497 	 0.004 		 4 	 5000  
n8498 	 0.004 		 4 	 5000  
n8499 	 0.947 		 0 	 5000  
n8500 	 0.931 		 16 	 5000  
n8501 	 0.004 		 4 	 5000  
n8502 	 0.002 		 2 	 5000  
n8503 	 0.945 		 2 	 5000  
n8504 	 0.931 		 16 	 5000  
n8505 	 0.004 		 4 	 5000  
n8506 	 0.006 		 6 	 5000  
n8507 	 0.006 		 6 	 5000  
n8508 	 0.932 		 15 	 5000  
n8509 	 0.917 		 28 	 5000  
n8510 	 0.002 		 2 	 5000  
n8511 	 0.254 		 174 	 5000  
n8512 	 0.018 		 16 	 5000  
n8513 	 0.933 		 12 	 5000  
n8514 	 0.006 		 6 	 5000  
n8515 	 0.13 		 106 	 5000  
n8516 	 0.002 		 2 	 5000  
n8517 	 0.005 		 5 	 5000  
n8518 	 0.008 		 8 	 5000  
n8519 	 0.108 		 97 	 5000  
n8520 	 0.008 		 8 	 5000  
n8521 	 0.004 		 4 	 5000  
n8522 	 0.939 		 8 	 5000  
n8523 	 0.935 		 12 	 5000  
n8524 	 0.114 		 102 	 5000  
n8525 	 0.04 		 38 	 5000  
n8526 	 0.012 		 10 	 5000  
n8527 	 0.654 		 149 	 5000  
n8528 	 0.853 		 76 	 5000  
n8529 	 0.012 		 12 	 5000  
n8530 	 0.034 		 30 	 5000  
n8531 	 0.048 		 42 	 5000  
n8532 	 0.873 		 72 	 5000  
n8533 	 0.891 		 56 	 5000  
n8534 	 0.937 		 10 	 5000  
n8535 	 0.028 		 26 	 5000  
n8536 	 0.012 		 12 	 5000  
n8537 	 0.012 		 12 	 5000  
n8538 	 0.784 		 111 	 5000  
n8539 	 0.889 		 48 	 5000  
n8540 	 0.925 		 22 	 5000  
n8541 	 0.937 		 10 	 5000  
n8542 	 0.01 		 8 	 5000  
n8543 	 0.016 		 16 	 5000  
n8544 	 0.937 		 10 	 5000  
n8545 	 0.002 		 2 	 5000  
n8546 	 0.941 		 6 	 5000  
n8547 	 0.945 		 2 	 5000  
n8548 	 0.004 		 4 	 5000  
n8549 	 0.002 		 2 	 5000  
n8550 	 0.004 		 4 	 5000  
n8551 	 0.006 		 6 	 5000  
n8552 	 0.008 		 8 	 5000  
n8553 	 0.149 		 112 	 5000  
n8554 	 0.006 		 6 	 5000  
n8555 	 0.943 		 4 	 5000  
n8556 	 0.943 		 4 	 5000  
n8557 	 0.062 		 56 	 5000  
n8558 	 0.897 		 48 	 5000  
n8559 	 0.91 		 31 	 5000  
n8560 	 0.893 		 52 	 5000  
n8561 	 0.901 		 44 	 5000  
n8562 	 0.889 		 52 	 5000  
n8563 	 0.877 		 66 	 5000  
n8564 	 0.889 		 58 	 5000  
n8565 	 0.943 		 4 	 5000  
n8566 	 0.002 		 2 	 5000  
n8567 	 0.939 		 8 	 5000  
n8568 	 0.116 		 104 	 5000  
n8569 	 0.0 		 0 	 5000  
n8570 	 0.004 		 4 	 5000  
n8571 	 0.931 		 16 	 5000  
n8572 	 0.927 		 20 	 5000  
n8573 	 0.008 		 8 	 5000  
n8574 	 0.477 		 253 	 5000  
n8575 	 0.484 		 0 	 5000  
n8576 	 0.433 		 0 	 5000  
n8577 	 0.476 		 1 	 5000  
n8578 	 0.018 		 18 	 5000  
n8579 	 0.408 		 179 	 5000  
n8580 	 0.917 		 30 	 5000  
n8581 	 0.911 		 36 	 5000  
n8582 	 0.124 		 104 	 5000  
n8583 	 0.018 		 18 	 5000  
n8584 	 0.177 		 151 	 5000  
n8585 	 0.118 		 108 	 5000  
n8586 	 0.064 		 59 	 5000  
n8587 	 0.727 		 116 	 5000  
n8588 	 0.891 		 56 	 5000  
n8589 	 0.054 		 54 	 5000  
n8590 	 0.022 		 20 	 5000  
n8591 	 0.018 		 18 	 5000  
n8592 	 0.941 		 6 	 5000  
n8593 	 0.925 		 20 	 5000  
n8594 	 0.006 		 6 	 5000  
n8595 	 0.937 		 10 	 5000  
n8596 	 0.879 		 57 	 5000  
n8597 	 0.897 		 42 	 5000  
n8598 	 0.339 		 54 	 5000  
n8599 	 0.008 		 8 	 5000  
n8600 	 0.018 		 18 	 5000  
n8601 	 0.911 		 24 	 5000  
n8602 	 0.927 		 20 	 5000  
n8603 	 0.016 		 16 	 5000  
n8604 	 0.145 		 78 	 5000  
n8605 	 0.935 		 12 	 5000  
n8606 	 0.935 		 12 	 5000  
n8607 	 0.933 		 14 	 5000  
n8608 	 0.011 		 11 	 5000  
n8609 	 0.012 		 12 	 5000  
n8610 	 0.002 		 2 	 5000  
n8611 	 0.002 		 2 	 5000  
n8612 	 0.006 		 6 	 5000  
n8613 	 0.001 		 1 	 5000  
n8614 	 0.006 		 6 	 5000  
n8615 	 0.945 		 2 	 5000  
n8616 	 0.937 		 10 	 5000  
n8617 	 0.0 		 0 	 5000  
n8618 	 0.947 		 0 	 5000  
n8619 	 0.937 		 10 	 5000  
n8620 	 0.943 		 4 	 5000  
n8621 	 0.933 		 14 	 5000  
n8622 	 0.01 		 10 	 5000  
n8623 	 0.002 		 2 	 5000  
n8624 	 0.0 		 0 	 5000  
n8625 	 0.002 		 2 	 5000  
n8626 	 0.006 		 6 	 5000  
n8627 	 0.014 		 10 	 5000  
n8628 	 0.014 		 14 	 5000  
n8629 	 0.931 		 16 	 5000  
n8630 	 0.935 		 12 	 5000  
n8631 	 0.945 		 2 	 5000  
n8632 	 0.943 		 4 	 5000  
n8633 	 0.004 		 4 	 5000  
n8634 	 0.002 		 2 	 5000  
n8635 	 0.01 		 10 	 5000  
n8636 	 0.881 		 62 	 5000  
n8637 	 0.0 		 0 	 5000  
n8638 	 0.945 		 2 	 5000  
n8639 	 0.939 		 4 	 5000  
n8640 	 0.945 		 2 	 5000  
n8641 	 0.004 		 4 	 5000  
n8642 	 0.002 		 2 	 5000  
n8643 	 0.028 		 18 	 5000  
n8644 	 0.008 		 8 	 5000  
n8645 	 0.0 		 0 	 5000  
n8646 	 0.823 		 108 	 5000  
n8647 	 0.923 		 14 	 5000  
n8648 	 0.933 		 14 	 5000  
n8649 	 0.935 		 10 	 5000  
n8650 	 0.0 		 0 	 5000  
n8651 	 0.02 		 20 	 5000  
n8652 	 0.002 		 2 	 5000  
n8653 	 0.004 		 4 	 5000  
n8654 	 0.941 		 6 	 5000  
n8655 	 0.018 		 18 	 5000  
n8656 	 0.018 		 18 	 5000  
n8657 	 0.931 		 16 	 5000  
n8658 	 0.941 		 6 	 5000  
n8659 	 0.002 		 2 	 5000  
n8660 	 0.004 		 4 	 5000  
n8661 	 0.0 		 0 	 5000  
n8662 	 0.004 		 4 	 5000  
n8663 	 0.006 		 6 	 5000  
n8664 	 0.947 		 0 	 5000  
n8665 	 0.939 		 8 	 5000  
n8666 	 0.03 		 26 	 5000  
n8667 	 0.927 		 16 	 5000  
n8668 	 0.002 		 2 	 5000  
n8669 	 0.06 		 54 	 5000  
n8670 	 0.919 		 28 	 5000  
n8671 	 0.941 		 6 	 5000  
n8672 	 0.014 		 14 	 5000  
n8673 	 0.01 		 10 	 5000  
n8674 	 0.006 		 6 	 5000  
n8675 	 0.002 		 2 	 5000  
n8676 	 0.947 		 0 	 5000  
n8677 	 0.945 		 2 	 5000  
n8678 	 0.008 		 8 	 5000  
n8679 	 0.002 		 2 	 5000  
n8680 	 0.945 		 2 	 5000  
n8681 	 0.108 		 102 	 5000  
n8682 	 0.014 		 14 	 5000  
n8683 	 0.375 		 193 	 5000  
n8684 	 0.008 		 8 	 5000  
n8685 	 0.869 		 71 	 5000  
n8686 	 0.911 		 36 	 5000  
n8687 	 0.016 		 16 	 5000  
n8688 	 0.937 		 10 	 5000  
n8689 	 0.006 		 6 	 5000  
n8690 	 0.068 		 61 	 5000  
n8691 	 0.925 		 21 	 5000  
n8692 	 0.941 		 6 	 5000  
n8693 	 0.022 		 22 	 5000  
n8694 	 0.014 		 12 	 5000  
n8695 	 0.0 		 0 	 5000  
n8696 	 0.008 		 6 	 5000  
n8697 	 0.943 		 4 	 5000  
n8698 	 0.945 		 2 	 5000  
n8699 	 0.012 		 12 	 5000  
n8700 	 0.006 		 6 	 5000  
n8701 	 0.945 		 2 	 5000  
n8702 	 0.135 		 123 	 5000  
n8703 	 0.01 		 9 	 5000  
n8704 	 0.01 		 10 	 5000  
n8705 	 0.929 		 18 	 5000  
n8706 	 0.929 		 18 	 5000  
n8707 	 0.028 		 28 	 5000  
n8708 	 0.193 		 159 	 5000  
n8709 	 0.937 		 10 	 5000  
n8710 	 0.937 		 10 	 5000  
n8711 	 0.939 		 8 	 5000  
n8712 	 0.014 		 14 	 5000  
n8713 	 0.018 		 18 	 5000  
n8714 	 0.008 		 8 	 5000  
n8715 	 0.004 		 4 	 5000  
n8716 	 0.004 		 4 	 5000  
n8717 	 0.0 		 0 	 5000  
n8718 	 0.002 		 2 	 5000  
n8719 	 0.943 		 4 	 5000  
n8720 	 0.945 		 2 	 5000  
n8721 	 0.002 		 2 	 5000  
n8722 	 0.945 		 2 	 5000  
n8723 	 0.934 		 13 	 5000  
n8724 	 0.927 		 20 	 5000  
n8725 	 0.923 		 24 	 5000  
n8726 	 0.014 		 14 	 5000  
n8727 	 0.008 		 8 	 5000  
n8728 	 0.008 		 8 	 5000  
n8729 	 0.004 		 4 	 5000  
n8730 	 0.002 		 2 	 5000  
n8731 	 0.022 		 22 	 5000  
n8732 	 0.014 		 14 	 5000  
n8733 	 0.923 		 22 	 5000  
n8734 	 0.931 		 16 	 5000  
n8735 	 0.943 		 4 	 5000  
n8736 	 0.945 		 2 	 5000  
n8737 	 0.002 		 2 	 5000  
n8738 	 0.008 		 8 	 5000  
n8739 	 0.006 		 6 	 5000  
n8740 	 0.897 		 46 	 5000  
n8741 	 0.004 		 4 	 5000  
n8742 	 0.941 		 6 	 5000  
n8743 	 0.939 		 8 	 5000  
n8744 	 0.937 		 10 	 5000  
n8745 	 0.002 		 2 	 5000  
n8746 	 0.004 		 4 	 5000  
n8747 	 0.014 		 14 	 5000  
n8748 	 0.002 		 2 	 5000  
n8749 	 0.002 		 2 	 5000  
n8750 	 0.833 		 107 	 5000  
n8751 	 0.939 		 8 	 5000  
n8752 	 0.935 		 12 	 5000  
n8753 	 0.941 		 6 	 5000  
n8754 	 0.006 		 6 	 5000  
n8755 	 0.014 		 14 	 5000  
n8756 	 0.01 		 10 	 5000  
n8757 	 0.002 		 2 	 5000  
n8758 	 0.947 		 0 	 5000  
n8759 	 0.008 		 8 	 5000  
n8760 	 0.014 		 14 	 5000  
n8761 	 0.915 		 32 	 5000  
n8762 	 0.931 		 16 	 5000  
n8763 	 0.008 		 8 	 5000  
n8764 	 0.006 		 6 	 5000  
n8765 	 0.002 		 2 	 5000  
n8766 	 0.01 		 10 	 5000  
n8767 	 0.0 		 0 	 5000  
n8768 	 0.943 		 4 	 5000  
n8769 	 0.941 		 6 	 5000  
n8770 	 0.034 		 32 	 5000  
n8771 	 0.024 		 24 	 5000  
n8772 	 0.607 		 193 	 5000  
n8773 	 0.861 		 63 	 5000  
n8774 	 0.012 		 12 	 5000  
n8775 	 0.056 		 49 	 5000  
n8776 	 0.018 		 18 	 5000  
n8777 	 0.897 		 48 	 5000  
n8778 	 0.01 		 10 	 5000  
n8779 	 0.088 		 74 	 5000  
n8780 	 0.012 		 12 	 5000  
n8781 	 0.829 		 102 	 5000  
n8782 	 0.921 		 24 	 5000  
n8783 	 0.116 		 98 	 5000  
n8784 	 0.012 		 12 	 5000  
n8785 	 0.939 		 8 	 5000  
n8786 	 0.116 		 101 	 5000  
n8787 	 0.006 		 6 	 5000  
n8788 	 0.064 		 54 	 5000  
n8789 	 0.002 		 2 	 5000  
n8790 	 0.927 		 20 	 5000  
n8791 	 0.929 		 18 	 5000  
n8792 	 0.004 		 4 	 5000  
n8793 	 0.881 		 60 	 5000  
n8794 	 0.01 		 10 	 5000  
n8795 	 0.01 		 10 	 5000  
n8796 	 0.891 		 52 	 5000  
n8797 	 0.004 		 4 	 5000  
n8798 	 0.945 		 2 	 5000  
n8799 	 0.941 		 6 	 5000  
n8800 	 0.0 		 0 	 5000  
n8801 	 0.002 		 2 	 5000  
n8802 	 0.004 		 4 	 5000  
n8803 	 0.06 		 54 	 5000  
n8804 	 0.006 		 6 	 5000  
n8805 	 0.0 		 0 	 5000  
n8806 	 0.002 		 2 	 5000  
n8807 	 0.004 		 4 	 5000  
n8808 	 0.002 		 2 	 5000  
n8809 	 0.002 		 2 	 5000  
n8810 	 0.777 		 142 	 5000  
n8811 	 0.933 		 14 	 5000  
n8812 	 0.008 		 8 	 5000  
n8813 	 0.004 		 4 	 5000  
n8814 	 0.002 		 2 	 5000  
n8815 	 0.813 		 117 	 5000  
n8816 	 0.921 		 26 	 5000  
n8817 	 0.02 		 20 	 5000  
n8818 	 0.006 		 6 	 5000  
n8819 	 0.607 		 193 	 5000  
n8820 	 0.915 		 32 	 5000  
n8821 	 0.036 		 36 	 5000  
n8822 	 0.026 		 24 	 5000  
n8823 	 0.0 		 0 	 5000  
n8824 	 0.931 		 16 	 5000  
n8825 	 0.929 		 18 	 5000  
n8826 	 0.012 		 12 	 5000  
n8827 	 0.935 		 12 	 5000  
n8828 	 0.004 		 4 	 5000  
n8829 	 0.016 		 16 	 5000  
n8830 	 0.881 		 52 	 5000  
n8831 	 0.925 		 22 	 5000  
n8832 	 0.014 		 14 	 5000  
n8833 	 0.028 		 28 	 5000  
n8834 	 0.819 		 116 	 5000  
n8835 	 0.929 		 16 	 5000  
n8836 	 0.01 		 10 	 5000  
n8837 	 0.04 		 38 	 5000  
n8838 	 0.034 		 34 	 5000  
n8839 	 0.008 		 8 	 5000  
n8840 	 0.024 		 24 	 5000  
n8841 	 0.935 		 12 	 5000  
n8842 	 0.937 		 10 	 5000  
n8843 	 0.006 		 6 	 5000  
n8844 	 0.935 		 12 	 5000  
n8845 	 0.939 		 8 	 5000  
n8846 	 0.927 		 18 	 5000  
n8847 	 0.931 		 16 	 5000  
n8848 	 0.012 		 12 	 5000  
n8849 	 0.941 		 6 	 5000  
n8850 	 0.941 		 6 	 5000  
n8851 	 0.002 		 2 	 5000  
n8852 	 0.016 		 16 	 5000  
n8853 	 0.016 		 16 	 5000  
n8854 	 0.931 		 15 	 5000  
n8855 	 0.931 		 16 	 5000  
n8856 	 0.937 		 10 	 5000  
n8857 	 0.008 		 8 	 5000  
n8858 	 0.018 		 18 	 5000  
n8859 	 0.034 		 32 	 5000  
n8860 	 0.813 		 103 	 5000  
n8861 	 0.667 		 177 	 5000  
n8862 	 0.006 		 6 	 5000  
n8863 	 0.0 		 0 	 5000  
n8864 	 0.941 		 6 	 5000  
n8865 	 0.933 		 14 	 5000  
n8866 	 0.018 		 18 	 5000  
n8867 	 0.014 		 14 	 5000  
n8868 	 0.761 		 145 	 5000  
n8869 	 0.911 		 36 	 5000  
n8870 	 0.224 		 144 	 5000  
n8871 	 0.012 		 12 	 5000  
n8872 	 0.008 		 8 	 5000  
n8873 	 0.943 		 4 	 5000  
n8874 	 0.018 		 18 	 5000  
n8875 	 0.022 		 20 	 5000  
n8876 	 0.933 		 14 	 5000  
n8877 	 0.937 		 10 	 5000  
n8878 	 0.002 		 2 	 5000  
n8879 	 0.004 		 4 	 5000  
n8880 	 0.004 		 4 	 5000  
n8881 	 0.0 		 0 	 5000  
n8882 	 0.935 		 12 	 5000  
n8883 	 0.006 		 6 	 5000  
n8884 	 0.006 		 6 	 5000  
n8885 	 0.947 		 0 	 5000  
n8886 	 0.935 		 10 	 5000  
n8887 	 0.004 		 4 	 5000  
n8888 	 0.004 		 4 	 5000  
n8889 	 0.004 		 4 	 5000  
n8890 	 0.006 		 6 	 5000  
n8891 	 0.012 		 10 	 5000  
n8892 	 0.012 		 12 	 5000  
n8893 	 0.927 		 20 	 5000  
n8894 	 0.935 		 11 	 5000  
n8895 	 0.01 		 9 	 5000  
n8896 	 0.0 		 0 	 5000  
n8897 	 0.002 		 2 	 5000  
n8898 	 0.102 		 98 	 5000  
n8899 	 0.008 		 8 	 5000  
n8900 	 0.004 		 4 	 5000  
n8901 	 0.0 		 0 	 5000  
n8902 	 0.006 		 6 	 5000  
n8903 	 0.002 		 2 	 5000  
n8904 	 0.002 		 2 	 5000  
n8905 	 0.941 		 6 	 5000  
n8906 	 0.945 		 2 	 5000  
n8907 	 0.933 		 14 	 5000  
n8908 	 0.935 		 12 	 5000  
n8909 	 0.012 		 12 	 5000  
n8910 	 0.937 		 10 	 5000  
n8911 	 0.941 		 6 	 5000  
n8912 	 0.0 		 0 	 5000  
n8913 	 0.943 		 4 	 5000  
n8914 	 0.002 		 2 	 5000  
n8915 	 0.006 		 6 	 5000  
n8916 	 0.002 		 2 	 5000  
n8917 	 0.004 		 4 	 5000  
n8918 	 0.933 		 14 	 5000  
n8919 	 0.002 		 2 	 5000  
n8920 	 0.002 		 2 	 5000  
n8921 	 0.004 		 4 	 5000  
n8922 	 0.0 		 0 	 5000  
n8923 	 0.002 		 2 	 5000  
n8924 	 0.943 		 4 	 5000  
n8925 	 0.939 		 8 	 5000  
n8926 	 0.004 		 4 	 5000  
n8927 	 0.006 		 6 	 5000  
n8928 	 0.937 		 10 	 5000  
n8929 	 0.943 		 4 	 5000  
n8930 	 0.937 		 10 	 5000  
n8931 	 0.129 		 109 	 5000  
n8932 	 0.0 		 0 	 5000  
n8933 	 0.002 		 2 	 5000  
n8934 	 0.0 		 0 	 5000  
n8935 	 0.002 		 2 	 5000  
n8936 	 0.008 		 8 	 5000  
n8937 	 0.02 		 18 	 5000  
n8938 	 0.939 		 8 	 5000  
n8939 	 0.923 		 24 	 5000  
n8940 	 0.935 		 12 	 5000  
n8941 	 0.006 		 6 	 5000  
n8942 	 0.108 		 101 	 5000  
n8943 	 0.0 		 0 	 5000  
n8944 	 0.947 		 0 	 5000  
n8945 	 0.947 		 0 	 5000  
n8946 	 0.008 		 8 	 5000  
n8947 	 0.0 		 0 	 5000  
n8948 	 0.869 		 73 	 5000  
n8949 	 0.002 		 2 	 5000  
n8950 	 0.002 		 2 	 5000  
n8951 	 0.943 		 4 	 5000  
n8952 	 0.947 		 0 	 5000  
n8953 	 0.931 		 16 	 5000  
n8954 	 0.931 		 16 	 5000  
n8955 	 0.004 		 4 	 5000  
n8956 	 0.014 		 14 	 5000  
n8957 	 0.004 		 4 	 5000  
n8958 	 0.002 		 2 	 5000  
n8959 	 0.945 		 2 	 5000  
n8960 	 0.941 		 6 	 5000  
n8961 	 0.002 		 2 	 5000  
n8962 	 0.002 		 2 	 5000  
n8963 	 0.002 		 2 	 5000  
n8964 	 0.008 		 8 	 5000  
n8965 	 0.002 		 2 	 5000  
n8966 	 0.935 		 12 	 5000  
n8967 	 0.124 		 117 	 5000  
n8968 	 0.006 		 6 	 5000  
n8969 	 0.004 		 4 	 5000  
n8970 	 0.0 		 0 	 5000  
n8971 	 0.945 		 2 	 5000  
n8972 	 0.935 		 12 	 5000  
n8973 	 0.454 		 221 	 5000  
n8974 	 0.464 		 0 	 5000  
n8975 	 0.413 		 1 	 5000  
n8976 	 0.032 		 32 	 5000  
n8977 	 0.024 		 24 	 5000  
n8978 	 0.825 		 100 	 5000  
n8979 	 0.664 		 158 	 5000  
n8980 	 0.008 		 8 	 5000  
n8981 	 0.213 		 129 	 5000  
n8982 	 0.01 		 10 	 5000  
n8983 	 0.034 		 34 	 5000  
n8984 	 0.935 		 12 	 5000  
n8985 	 0.941 		 6 	 5000  
n8986 	 0.104 		 96 	 5000  
n8987 	 0.837 		 96 	 5000  
n8988 	 0.937 		 10 	 5000  
n8989 	 0.925 		 21 	 5000  
n8990 	 0.917 		 28 	 5000  
n8991 	 0.024 		 22 	 5000  
n8992 	 0.02 		 20 	 5000  
n8993 	 0.939 		 8 	 5000  
n8994 	 0.126 		 108 	 5000  
n8995 	 0.943 		 4 	 5000  
n8996 	 0.935 		 12 	 5000  
n8997 	 0.935 		 12 	 5000  
n8998 	 0.006 		 6 	 5000  
n8999 	 0.933 		 14 	 5000  
n9000 	 0.929 		 18 	 5000  
n9001 	 0.939 		 8 	 5000  
n9002 	 0.028 		 28 	 5000  
n9003 	 0.012 		 12 	 5000  
n9004 	 0.817 		 106 	 5000  
n9005 	 0.655 		 168 	 5000  
n9006 	 0.014 		 14 	 5000  
n9007 	 0.016 		 16 	 5000  
n9008 	 0.761 		 132 	 5000  
n9009 	 0.921 		 26 	 5000  
n9010 	 0.172 		 136 	 5000  
n9011 	 0.012 		 12 	 5000  
n9012 	 0.104 		 90 	 5000  
n9013 	 0.939 		 8 	 5000  
n9014 	 0.929 		 18 	 5000  
n9015 	 0.018 		 16 	 5000  
n9016 	 0.014 		 14 	 5000  
n9017 	 0.935 		 12 	 5000  
n9018 	 0.935 		 12 	 5000  
n9019 	 0.921 		 22 	 5000  
n9020 	 0.02 		 20 	 5000  
n9021 	 0.012 		 12 	 5000  
n9022 	 0.933 		 10 	 5000  
n9023 	 0.935 		 12 	 5000  
n9024 	 0.923 		 24 	 5000  
n9025 	 0.004 		 4 	 5000  
n9026 	 0.018 		 16 	 5000  
n9027 	 0.937 		 8 	 5000  
n9028 	 0.931 		 16 	 5000  
n9029 	 0.014 		 14 	 5000  
n9030 	 0.937 		 10 	 5000  
n9031 	 0.209 		 169 	 5000  
n9032 	 0.226 		 166 	 5000  
n9033 	 0.919 		 28 	 5000  
n9034 	 0.935 		 12 	 5000  
n9035 	 0.929 		 18 	 5000  
n9036 	 0.206 		 158 	 5000  
n9037 	 0.216 		 157 	 5000  
n9038 	 0.244 		 184 	 5000  
n9039 	 0.242 		 182 	 5000  
n9040 	 0.249 		 173 	 5000  
n9041 	 0.937 		 10 	 5000  
n9042 	 0.931 		 16 	 5000  
n9043 	 0.925 		 22 	 5000  
n9044 	 0.933 		 14 	 5000  
n9045 	 0.937 		 10 	 5000  
n9046 	 0.236 		 161 	 5000  
n9047 	 0.235 		 169 	 5000  
n9048 	 0.256 		 182 	 5000  
n9049 	 0.265 		 195 	 5000  
n9050 	 0.232 		 180 	 5000  
n9051 	 0.941 		 6 	 5000  
n9052 	 0.931 		 16 	 5000  
n9053 	 0.014 		 14 	 5000  
n9054 	 0.945 		 2 	 5000  
n9055 	 0.254 		 195 	 5000  
n9056 	 0.252 		 184 	 5000  
n9057 	 0.212 		 173 	 5000  
n9058 	 0.254 		 184 	 5000  
n9059 	 0.937 		 10 	 5000  
n9060 	 0.929 		 18 	 5000  
n9061 	 0.045 		 41 	 5000  
n9062 	 0.847 		 96 	 5000  
n9063 	 0.917 		 28 	 5000  
n9064 	 0.927 		 20 	 5000  
n9065 	 0.008 		 8 	 5000  
n9066 	 0.162 		 110 	 5000  
n9067 	 0.913 		 32 	 5000  
n9068 	 0.008 		 8 	 5000  
n9069 	 0.006 		 6 	 5000  
n9070 	 0.935 		 12 	 5000  
n9071 	 0.939 		 8 	 5000  
n9072 	 0.004 		 4 	 5000  
n9073 	 0.919 		 28 	 5000  
n9074 	 0.935 		 12 	 5000  
n9075 	 0.02 		 18 	 5000  
n9076 	 0.006 		 6 	 5000  
n9077 	 0.939 		 8 	 5000  
n9078 	 0.929 		 18 	 5000  
n9079 	 0.927 		 20 	 5000  
n9080 	 0.014 		 14 	 5000  
n9081 	 0.01 		 10 	 5000  
n9082 	 0.945 		 2 	 5000  
n9083 	 0.02 		 18 	 5000  
n9084 	 0.935 		 12 	 5000  
n9085 	 0.01 		 10 	 5000  
n9086 	 0.937 		 10 	 5000  
n9087 	 0.226 		 178 	 5000  
n9088 	 0.238 		 180 	 5000  
n9089 	 0.028 		 28 	 5000  
n9090 	 0.945 		 2 	 5000  
n9091 	 0.937 		 10 	 5000  
n9092 	 0.939 		 8 	 5000  
n9093 	 0.943 		 4 	 5000  
